"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"experiment"
"04/27/2018 19:43:37:811 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","56","0","30"
"[run number]","N","tau","[step]","total-wealth","sum [wealth] of turtles with [ who mod nn = 0 ]","sum [wealth] of turtles with [ who mod nn = 1 ]"
"76","50","0.75","87","7356","1477.4946791770324","2333.944617474029"
"80","50","0.75","38","3436.5","659.1183523779432","1120.1510935782037"
"78","50","0.75","46","4078.999999999999","739.5178644884527","1429.1370459605755"
"79","50","0.75","63","5342.25","1108.070975320975","1807.088198838199"
"77","50","0.75","92","7957.500000000003","1451.5163459392497","2601.200408152892"
"74","50","0.7","81","7536.300000000001","1375.40203856657","2542.8806464321333"
"80","50","0.75","39","3521.249999999999","665.3683523779432","1156.6510935782035"
"75","50","0.7","85","7675","1453.0003571056004","2478.6615458112906"
"76","50","0.75","88","7486.499999999996","1512.0477094800626","2368.096132625544"
"78","50","0.75","47","4175.249999999999","779.5178644884527","1460.3870459605757"
"79","50","0.75","64","5432.000000000001","1139.8924038924035","1820.5167702667707"
"77","50","0.75","93","8084.500000000001","1477.7535254264294","2650.5081004605845"
"74","50","0.7","82","7674.900000000001","1395.3020385665698","2584.2806464321334"
"73","50","0.7","83","6959.8","1361.9605052311472","2257.7091823702535"
"78","50","0.75","48","4300.000000000001","799.9153003858886","1498.9255074990374"
"76","50","0.75","89","7571.499999999998","1524.0477094800626","2392.346132625544"
"75","50","0.7","86","7768.900000000001","1471.433690438934","2517.761545811291"
"79","50","0.75","65","5435.500000000001","1144.642403892404","1818.516770266771"
"77","50","0.75","94","8171.75","1486.0035254264292","2700.8927158451997"
"74","50","0.7","83","7718.599999999999","1405.835371899903","2599.280646432134"
"73","50","0.7","84","7044.4000000000015","1385.384034642912","2271.2268294290775"
"78","50","0.75","49","4380.000000000001","808.1653003858884","1524.194738268268"
"76","50","0.75","90","7663.750000000001","1530.7977094800626","2413.0961326255447"
"75","50","0.7","87","7859.700000000001","1490.0622618675052","2519.461545811291"
"79","50","0.75","66","5525.250000000001","1175.7577885077885","1836.978308728309"
"77","50","0.75","95","8299.000000000002","1509.4201920930957","2740.1427158451993"
"74","50","0.7","84","7805.799999999999","1428.7353718999034","2610.3473130988004"
"78","50","0.75","50","4468","825.6880276586157","1550.5356473591771"
"73","50","0.7","85","7086.4","1398.595145754023","2280.9601627624106"
"76","50","0.75","91","7786.249999999999","1556.2143761467291","2445.762799292211"
"79","50","0.75","67","5613.25","1191.2577885077883","1855.978308728309"
"75","50","0.7","88","7984.9","1512.572203387973","2572.9375692031035"
"77","50","0.75","96","8378.5","1525.21564663855","2763.7336249361088"
"74","50","0.7","85","7812.599999999999","1436.9353718999032","2605.0473130988003"
"78","50","0.75","51","4542.249999999999","851.3546943252823","1572.7023140258436"
"79","50","0.75","68","5622.75","1199.7577885077885","1852.478308728309"
"76","50","0.75","92","7837.25","1563.964376146729","2474.334227863639"
"73","50","0.7","86","7176.799999999999","1413.3951457540231","2314.0601627624105"
"75","50","0.7","89","7985.000000000001","1516.972203387973","2569.2375692031037"
"74","50","0.7","86","7858.200000000003","1449.4353718999032","2618.4473130988004"
"77","50","0.75","97","8507.750000000004","1552.033828456732","2815.5290794815637"
"78","50","0.75","52","4627","857.6046943252825","1598.7932231167526"
"79","50","0.75","69","5743.999999999999","1221.214310246919","1886.413091337005"
"76","50","0.75","93","7927.499999999998","1591.079760762114","2482.738074017486"
"75","50","0.7","90","7989.299999999998","1521.872203387973","2566.937569203103"
"73","50","0.7","87","7306.700000000002","1435.0094314683088","2369.4887341909816"
"74","50","0.7","87","7935.5","1476.2687052332365","2651.480646432134"
"78","50","0.75","53","4749.249999999999","882.1999324205206","1632.281318354848"
"77","50","0.75","98","8595.250000000002","1568.3415207644243","2851.2021564046404"
"79","50","0.75","70","5830.000000000001","1242.964310246919","1915.9130913370045"
"76","50","0.75","94","8008.250000000001","1600.2856431150549","2519.341015193956"
"75","50","0.7","91","8080.999999999997","1553.7074975056203","2575.6493339089857"
"80","50","0.75","40","3565.2499999999986","681.2294634890543","1160.2899824670924"
"73","50","0.7","88","7356.399999999999","1448.809431468309","2381.488734190982"
"78","50","0.75","54","4754.749999999997","886.1999324205206","1628.281318354848"
"74","50","0.7","88","8019.499999999998","1491.957594122125","2665.9584242099113"
"79","50","0.75","71","5920.500000000001","1259.8809769135853","1955.3297580036715"
"77","50","0.75","99","8679.500000000004","1584.3642480371514","2870.5203382228224"
"76","50","0.75","95","8094.5","1604.285643115055","2540.409197012138"
"75","50","0.7","92","8168.699999999998","1565.996386394509","2618.79377835343"
"80","50","0.75","41","3691.7499999999995","712.8008920604827","1206.7542681813782"
"73","50","0.7","89","7405.500000000001","1465.9427648016422","2379.8887341909817"
"78","50","0.75","55","4889.250000000001","913.0213609919492","1673.7813183548478"
"74","50","0.7","89","8142.999999999999","1507.0464830110143","2708.210949462437"
"79","50","0.75","72","5930.500000000001","1268.6309769135855","1954.5797580036713"
"77","50","0.75","100","8727.750000000002","1600.0180941909975","2886.9818766843605"
"80","50","0.75","42","3774","733.550892060483","1233.0042681813784"
"76","50","0.75","96","8102.249999999999","1607.785643115055","2540.409197012138"
"75","50","0.7","93","8301.4","1583.00749750562","2656.7937783534303"
"73","50","0.7","90","7489.900000000001","1489.9649870238645","2401.1109564132043"
"78","50","0.75","56","4976.000000000001","930.0790532996414","1718.762087585617"
"74","50","0.7","90","8198.899999999998","1517.2464830110143","2737.582378033865"
"79","50","0.75","73","5974.750000000002","1275.7078999905088","1968.714373388287"
"80","50","0.75","43","3824.2500000000005","744.4372556968464","1250.1860863631964"
"76","50","0.75","97","8227.25","1628.7856431150553","2577.4091970121376"
"75","50","0.7","94","8426.899999999996","1610.7408308389536","2700.060445020097"
"78","50","0.75","57","5021.5","940.2457199663081","1730.1231986967282"
"80","50","0.75","44","3953.5000000000005","763.6808454404362","1295.8912145683244"
"73","50","0.7","91","7575.299999999999","1495.7649870238645","2421.6680992703473"
"81","50","0.8","0","0","0","0"
"74","50","0.7","91","8336.599999999999","1534.1192102837415","2793.62783257932"
"79","50","0.75","74","6097.500000000001","1317.6049588140381","2001.0379028000518"
"76","50","0.75","98","8310.749999999998","1641.9642145436264","2612.694911297852"
"75","50","0.7","95","8509.499999999993","1625.4297197278422","2737.4048894645416"
"80","50","0.75","45","4045.750000000001","792.1808454404363","1321.1412145683244"
"78","50","0.75","58","5066.749999999998","948.9957199663081","1743.0398653633954"
"73","50","0.7","92","7668.400000000001","1505.7649870238647","2468.2988685011164"
"79","50","0.75","75","6214.000000000001","1323.854958814038","2035.9994412615904"
"74","50","0.7","92","8471.100000000002","1547.655573920105","2823.9382221897094"
"80","50","0.75","46","4168.250000000001","819.8475121071028","1361.4745479016578"
"81","50","0.8","1","113","13","52"
"75","50","0.7","96","8607.199999999997","1636.0297197278426","2771.3906037502557"
"76","50","0.75","99","8325","1648.7142145436264","2609.9449112978523"
"78","50","0.75","59","5155.250000000001","970.7457199663082","1781.5398653633952"
"73","50","0.7","93","7757.5999999999985","1517.8538759127537","2494.265535167783"
"81","50","0.8","2","256.79999999999995","26","115.84444444444445"
"79","50","0.75","76","6223.500000000002","1333.3549588140381","2031.2494412615902"
"74","50","0.7","93","8512.099999999997","1559.7555739201052","2827.371555523042"
"80","50","0.75","47","4256.000000000001","826.5975121071031","1391.0654569925669"
"75","50","0.7","97","8742.199999999997","1661.8388106369327","2814.6996946593463"
"76","50","0.75","100","8415.000000000002","1663.9642145436264","2634.9449112978523"
"78","50","0.75","60","5236.000000000002","981.9401644107527","1814.789865363395"
"73","50","0.7","94","7881.9","1542.1573846846832","2536.9251842905896"
"80","50","0.75","48","4391.000000000002","852.2403692499602","1451.7797427068526"
"79","50","0.75","77","6239.25","1340.8549588140381","2028.9994412615904"
"74","50","0.7","94","8635.099999999997","1594.5555739201052","2871.5564040078907"
"75","50","0.7","98","8741.8","1668.6388106369332","2811.099694659347"
"80","50","0.75","49","4517","869.8237025832934","1495.2797427068526"
"73","50","0.7","95","8002.1","1556.8383370656354","2580.5442319096373"
"79","50","0.75","78","6373.750000000001","1379.1168635759432","2054.8446793568282"
"78","50","0.75","61","5321.75","997.6901644107526","1830.0398653633954"
"74","50","0.7","95","8721.8","1607.955573920105","2894.2564040078914"
"82","50","0.8","0","0","0","0"
"80","50","0.75","50","4525.5","877.8237025832933","1489.7797427068529"
"75","50","0.7","99","8871.099999999999","1684.6054773036","2843.83302799268"
"82","50","0.8","1","35","13","6"
"79","50","0.75","79","6420.000000000002","1393.7954350045143","2063.0232507854"
"73","50","0.7","96","8100.099999999998","1606.0383370656357","2621.144231909637"
"78","50","0.75","62","5447.750000000001","1030.835589247354","1871.1542444483623"
"74","50","0.7","96","8814.8","1617.555573920105","2920.0564040078907"
"82","50","0.8","2","171.79999999999998","26","74.80000000000001"
"80","50","0.75","51","4608","901.8237025832933","1516.1964093735194"
"82","50","0.8","3","263.4","37.2","107.35555555555557"
"75","50","0.7","100","8909.999999999996","1692.8362465343691","2854.9407203003725"
"79","50","0.75","80","6538.750000000001","1414.6604082665463","2104.259881801442"
"73","50","0.7","97","8230.3","1618.3383370656356","2676.0775652429706"
"82","50","0.8","4","263.5999999999999","42.00000000000001","104.15555555555557"
"80","50","0.75","52","4683.999999999999","909.0295849362346","1540.4317034911664"
"78","50","0.75","63","5570.5","1044.085589247354","1916.3360626301805"
"74","50","0.7","97","8820.699999999999","1623.455573920105","2918.7564040078905"
"82","50","0.8","5","345.59999999999985","58.800000000000004","129.2222222222222"
"81","50","0.8","3","392","40.276923076923076","161.22905982905985"
"82","50","0.8","6","469.40000000000003","76.33684210526316","184.44327485380117"
"80","50","0.75","53","4760.499999999999","927.0295849362345","1560.1817034911667"
"79","50","0.75","81","6623.750000000002","1428.4331355392737","2131.600790892351"
"73","50","0.7","98","8317.4","1634.971670398969","2705.77756524297"
"81","50","0.8","4","475.1999999999998","55.27692307692308","197.0290598290598"
"78","50","0.75","64","5699.999999999998","1062.6257990375636","1968.1909577350755"
"74","50","0.7","98","8903.299999999997","1634.722240586772","2953.7564040078914"
"82","50","0.8","7","554.7999999999998","86.33684210526314","216.0432748538012"
"83","50","0.8","0","0","0","0"
"81","50","0.8","5","592.3999999999999","82.78803418803419","234.91794871794878"
"80","50","0.75","54","4884.500000000002","953.6367277933774","1578.2293225387855"
"82","50","0.8","8","688.8000000000002","111.87969924812026","254.72679133731762"
"81","50","0.8","6","718.1999999999998","92.02439782439782","272.9543123543124"
"79","50","0.75","82","6714.999999999999","1444.1831355392737","2174.100790892351"
"73","50","0.7","99","8321.800000000001","1640.471670398969","2698.7775652429696"
"82","50","0.8","9","821","130.3082706766917","308.4696484801748"
"78","50","0.75","65","5830.249999999999","1075.0424657042304","2032.1076244017424"
"74","50","0.7","99","9020.099999999999","1660.6841453486766","2984.7421182936046"
"81","50","0.8","7","847.1999999999998","115.96725496725496","322.78288378288374"
"80","50","0.75","55","5002.500000000001","963.6367277933774","1630.895989205452"
"82","50","0.8","10","903.1999999999997","142.02255639097743","331.1267913373176"
"81","50","0.8","8","854.6000000000003","121.16725496725496","320.3828837828837"
"83","50","0.8","1","154.99999999999994","13","83.18181818181819"
"79","50","0.75","83","6844.750000000001","1460.1831355392735","2210.3507908923516"
"82","50","0.8","11","1026.4","157.4813799203892","379.55293512816735"
"73","50","0.7","100","8365.4","1646.871670398969","2706.4775652429707"
"78","50","0.75","66","5885.500000000002","1090.459132370897","2051.607624401742"
"80","50","0.75","56","5135.500000000003","985.7200611267107","1690.2055130149765"
"81","50","0.8","9","987.8","147.83392163392165","361.71621711621714"
"83","50","0.8","2","300.4","26","158.6961038961039"
"74","50","0.7","100","9023.8","1663.9841453486765","2981.742118293605"
"82","50","0.8","12","1153","179.77026880927812","416.730712905945"
"83","50","0.8","3","391","42.06666666666666","183.36277056277058"
"81","50","0.8","10","1070.6","165.34161394161396","387.4854478854479"
"79","50","0.75","84","6888.5","1472.3498022059407","2222.1841242256846"
"80","50","0.75","57","5177.75","995.4700611267108","1705.0388463483098"
"78","50","0.75","67","5971","1108.8757990375639","2089.774291068409"
"83","50","0.8","4","474.00000000000006","70.06666666666668","210.1627705627706"
"81","50","0.8","11","1156.5999999999997","177.00828060828064","419.01878121878127"
"83","50","0.8","5","564.1999999999998","86.86666666666667","247.96277056277054"
"81","50","0.8","12","1167","180.8082806082806","420.4187812187812"
"84","50","0.8","0","0","0","0"
"85","50","0.8","0","0","0","0"
"80","50","0.75","58","5262.500000000001","1013.7200611267108","1732.7888463483098"
"79","50","0.75","85","7013.500000000002","1496.2361658423042","2258.88866968023"
"83","50","0.8","6","685.7999999999998","118.16209150326797","274.3993718699601"
"84","50","0.8","1","159","13","83.14285714285715"
"78","50","0.75","68","6049.5","1133.4911836529484","2116.0435218376397"
"85","50","0.8","1","73","13","24.000000000000004"
"83","50","0.8","7","810","131.85098039215686","334.0438163144046"
"84","50","0.8","2","255.99999999999997","26","92.67619047619048"
"80","50","0.75","59","5344.5","1029.553394460044","1743.872179681643"
"85","50","0.8","2","215.79999999999998","26","94.53333333333336"
"84","50","0.8","3","390.40000000000003","51.400000000000006","138.90695970695973"
"79","50","0.75","86","7107.250000000003","1506.2361658423042","2278.38866968023"
"83","50","0.8","8","938.8000000000001","151.04927099044747","381.9002265708148"
"85","50","0.8","3","350.2","40.836363636363636","150.75670995670995"
"78","50","0.75","69","6129.000000000001","1149.786638198403","2141.1344309285487"
"84","50","0.8","4","473.00000000000006","66.28888888888889","159.77362637362637"
"83","50","0.8","9","1069.2","166.84927099044748","435.1002265708148"
"80","50","0.75","60","5354.750000000001","1037.0533944600438","1741.1221796816428"
"85","50","0.8","4","432.00000000000006","63.63636363636363","173.95670995671"
"84","50","0.8","5","592.3999999999999","95.95042735042736","196.54285714285714"
"83","50","0.8","10","1192.5999999999997","186.94670688788335","485.52073939132765"
"85","50","0.8","5","517.6","77.03636363636365","203.35670995670998"
"79","50","0.75","87","7237.500000000004","1528.2083880645264","2325.277558569119"
"84","50","0.8","6","706.9999999999999","113.591452991453","238.1787545787546"
"78","50","0.75","70","6256.499999999997","1167.2866381984027","2171.3844309285487"
"80","50","0.75","61","5429.250000000001","1051.3610867677362","1756.8337181431814"
"83","50","0.8","11","1277.0000000000002","209.54670688788337","485.52073939132765"
"85","50","0.8","6","562.6","93.3030303030303","211.0233766233766"
"84","50","0.8","7","802.6","133.92478632478634","274.7120879120879"
"85","50","0.8","7","676.8000000000001","118.03636363636362","252.62337662337666"
"83","50","0.8","12","1325","221.46249636156753","501.15231833869603"
"84","50","0.8","8","893.5999999999999","164.791452991453","302.37875457875464"
"79","50","0.75","88","7246.500000000001","1531.9583880645264","2321.5275585691193"
"80","50","0.75","62","5509.000000000001","1056.8610867677362","1804.3337181431814"
"85","50","0.8","8","686.1999999999999","126.03636363636362","251.42337662337664"
"78","50","0.75","71","6343.5","1180.036638198403","2217.6344309285487"
"83","50","0.8","13","1444.2000000000003","246.8847185837898","533.5300961164739"
"84","50","0.8","9","942.7999999999998","177.19145299145302","318.7787545787546"
"85","50","0.8","9","741.2000000000002","141.1030303030303","265.95670995671"
"83","50","0.8","14","1569.9999999999995","263.92108222015344","578.111914298292"
"80","50","0.75","63","5633.250000000001","1082.5833089899586","1839.361495920959"
"79","50","0.75","89","7258.250000000002","1540.9583880645264","2318.5275585691193"
"84","50","0.8","10","991.1999999999999","185.79145299145299","335.3787545787546"
"85","50","0.8","10","866.2","173.63636363636363","309.69004329004326"
"83","50","0.8","15","1664.3999999999999","279.67492837399953","611.634991221369"
"78","50","0.75","72","6473.25","1206.4652096269745","2251.491573785692"
"84","50","0.8","11","1071.3999999999994","205.191452991453","352.57875457875457"
"85","50","0.8","11","990.7999999999998","195.03636363636363","342.7515817515818"
"83","50","0.8","16","1790.2","303.6492873483586","647.383709170087"
"80","50","0.75","64","5714.000000000002","1086.0833089899586","1871.1670514765149"
"84","50","0.8","12","1155.0000000000005","212.991452991453","366.1787545787546"
"85","50","0.8","12","1038.6","202.83636363636361","356.7293595293596"
"79","50","0.75","90","7330.750000000002","1567.9583880645264","2333.777558569119"
"83","50","0.8","17","1910.6","313.8715095705807","684.383709170087"
"78","50","0.75","73","6563.000000000001","1223.6437810555458","2294.9558594999776"
"84","50","0.8","13","1163.6","218.59145299145302","363.17875457875454"
"85","50","0.8","13","1087.1999999999998","215.1030303030303","362.92935952935954"
"80","50","0.75","65","5809.500000000002","1097.0833089899586","1890.6670514765146"
"83","50","0.8","18","2049.2000000000003","328.2715095705808","740.2979948843725"
"84","50","0.8","14","1238.2","247.9628815628816","375.52161172161186"
"85","50","0.8","14","1127.4","219.9030303030303","377.2722166722167"
"79","50","0.75","91","7450.750000000001","1590.5160803722185","2373.29678933835"
"83","50","0.8","19","2174.7999999999997","347.4524619515331","782.9360901224678"
"84","50","0.8","15","1323.6000000000001","265.3406593406594","403.5882783882784"
"78","50","0.75","74","6690.749999999999","1251.8937810555456","2332.372526166644"
"85","50","0.8","15","1212.0000000000002","247.90303030303028","391.0722166722166"
"80","50","0.75","66","5855","1112.202356609006","1896.3456229050862"
"82","50","0.8","13","1281.8","201.80360214261145","449.2640462392784"
"83","50","0.8","20","2258.3999999999996","359.0524619515332","801.3360901224676"
"79","50","0.75","92","7530.000000000004","1600.710524816663","2410.2967893383498"
"85","50","0.8","16","1324.3999999999996","278.469696969697","436.7722166722167"
"80","50","0.75","67","5979.249999999997","1128.480134386784","1938.7900673495308"
"82","50","0.8","14","1407.2000000000003","221.74299608200536","495.77919775442996"
"83","50","0.8","21","2346.6","374.341350840422","831.6916456780234"
"85","50","0.8","17","1420","284.0696969696969","474.7722166722167"
"82","50","0.8","15","1450.3999999999999","233.61991915892847","506.48689006212226"
"83","50","0.8","22","2472","404.05044174951297","874.0189184052962"
"79","50","0.75","93","7664.750000000001","1624.614370970509","2465.3737124152726"
"85","50","0.8","18","1467.3999999999999","299.969696969697","490.57221667221665"
"78","50","0.75","75","6738.500000000003","1262.9771143888793","2348.7058594999776"
"80","50","0.75","68","6070.250000000004","1138.230134386784","1978.4845117939753"
"82","50","0.8","16","1581","253.33103027003958","549.9091122843446"
"85","50","0.8","19","1551.8","314.9235431235432","499.879908979909"
"83","50","0.8","23","2555.0000000000005","411.450441749513","896.6855850719628"
"82","50","0.8","17","1628.4","262.9673939064032","560.454566829799"
"79","50","0.75","94","7678.75","1631.8643709705093","2461.123712415273"
"85","50","0.8","20","1599.2000000000003","325.3235431235431","515.879908979909"
"82","50","0.8","18","1637.1999999999998","267.7673939064032","560.054566829799"
"80","50","0.75","69","6165.250000000004","1155.1468010534506","2027.8178451273081"
"78","50","0.75","76","6825.750000000002","1278.977114388879","2389.2058594999776"
"85","50","0.8","21","1724.3999999999999","361.6568764568764","543.7687978687978"
"83","50","0.8","24","2644.8","427.05044174951297","912.0855850719626"
"82","50","0.8","19","1759.9999999999995","296.9417528807621","584.6494386246709"
"85","50","0.8","22","1815.8","362.6568764568765","585.1687978687978"
"80","50","0.75","70","6211.250000000002","1170.1468010534506","2039.1511784606419"
"82","50","0.8","20","1759.6000000000001","297.94175288076224","586.8494386246709"
"78","50","0.75","77","6952.250000000001","1303.88620529797","2425.501314045432"
"85","50","0.8","23","1872.6000000000006","382.16456876456886","598.1995670995672"
"82","50","0.8","21","1769.0000000000002","305.14175288076217","579.8494386246709"
"85","50","0.8","24","1866.8000000000004","389.1645687645688","588.5995670995671"
"78","50","0.75","78","7039.500000000002","1319.275094186859","2447.917980712099"
"80","50","0.75","71","6214.250000000003","1173.1468010534509","2035.651178460642"
"85","50","0.8","25","1873.8000000000004","396.56456876456883","584.599567099567"
"82","50","0.8","22","1852.2000000000005","323.7417528807622","607.8494386246709"
"83","50","0.8","25","2778.8","453.4484215474928","966.8391204254981"
"79","50","0.75","95","7807.500000000002","1667.3286566847949","2510.1594267009873"
"85","50","0.8","26","1955.7999999999997","417.202664002664","604.2567099567099"
"82","50","0.8","23","1887.3999999999999","340.78385814392","609.965228098355"
"80","50","0.75","72","6303.750000000002","1191.2783800008192","2054.4538100395894"
"83","50","0.8","26","2905.400000000001","467.64842154749283","1029.6209386073165"
"85","50","0.8","27","2039.9999999999995","437.4026640026639","627.6567099567098"
"82","50","0.8","24","2008.3999999999994","349.58385814392005","662.965228098355"
"79","50","0.75","96","7931.75","1683.428307034445","2558.8657204072806"
"83","50","0.8","27","2993.4000000000005","500.31508821415935","1025.6209386073165"
"85","50","0.8","28","2054.0000000000005","443.20266400266394","629.0567099567099"
"82","50","0.8","25","2138.6","364.8505248105868","720.3955311286579"
"80","50","0.75","73","6386.500000000001","1207.278380000819","2081.9538100395894"
"83","50","0.8","28","3004.0000000000014","505.31508821415946","1022.4209386073163"
"85","50","0.8","29","2144.600000000001","459.2915528915529","660.6122655122655"
"81","50","0.8","13","1291.4","215.73769237298652","458.45407533642833"
"79","50","0.75","97","7974.25","1692.8449737011117","2572.7823870739476"
"83","50","0.8","29","3122.6","543.4103263093975","1049.5257005120784"
"85","50","0.8","30","2228.4000000000005","471.16428016428017","673.1577200577201"
"80","50","0.75","74","6472.000000000001","1222.8617133341525","2109.870476706256"
"82","50","0.8","26","2266.400000000001","376.25052481058674","767.5383882715153"
"83","50","0.8","30","3161.8","550.6103263093976","1061.3257005120781"
"85","50","0.8","31","2274","488.09761349761357","683.0688311688311"
"81","50","0.8","14","1414.8","226.6915385268327","507.6233061056591"
"79","50","0.75","98","7981.249999999999","1696.094973701112","2568.7823870739476"
"80","50","0.75","75","6555.250000000002","1229.1117133341522","2144.120476706256"
"83","50","0.8","31","3254.800000000001","567.9641724632436","1088.8949312813093"
"85","50","0.8","32","2352.4000000000005","498.49761349761343","703.0688311688311"
"82","50","0.8","27","2397.6000000000004","392.4505248105867","818.2717216048486"
"83","50","0.8","32","3344.6000000000004","584.392743891815","1129.494931281309"
"85","50","0.8","33","2475.1999999999994","524.2976134976135","740.6021645021646"
"79","50","0.75","99","8059.75","1722.4521165582546","2587.8895299310902"
"81","50","0.8","15","1543.9999999999998","245.00582424111838","552.6804489628018"
"80","50","0.75","76","6676","1264.1084665809055","2171.152944238723"
"83","50","0.8","33","3468.200000000001","612.1876156866869","1164.1769825633605"
"81","50","0.8","16","1629.6000000000001","261.272490907785","586.8804489628019"
"85","50","0.8","34","2604.399999999999","541.926184926185","802.2153513153512"
"79","50","0.75","100","8064.750000000001","1725.4521165582546","2586.1395299310907"
"82","50","0.8","28","2484.2000000000007","408.3232520833141","858.1080852412122"
"84","50","0.8","16","1455.0000000000005","285.0739926739927","453.4549450549451"
"80","50","0.75","77","6687.500000000003","1270.3584665809055","2172.152944238723"
"83","50","0.8","34","3474.999999999999","621.1876156866869","1161.5769825633604"
"85","50","0.8","35","2652.4000000000005","555.1625485625485","805.6153513153512"
"81","50","0.8","17","1761.1999999999998","276.5391575744517","637.2804489628019"
"83","50","0.8","35","3600.800000000001","643.7876156866869","1203.7992047855823"
"85","50","0.8","36","2735.3999999999996","576.824087024087","828.0307359307359"
"80","50","0.75","78","6824","1291.6084665809055","2235.236277572056"
"82","50","0.8","29","2603.8000000000006","438.72325208331404","894.8747519078786"
"83","50","0.8","36","3724","668.3209490200201","1253.8658714522494"
"86","50","0.85","0","0","0","0"
"85","50","0.8","37","2748.7999999999997","581.824087024087","825.830735930736"
"81","50","0.8","18","1891.2","290.58360201889616","681.9491358314888"
"86","50","0.85","1","155","13","55"
"80","50","0.75","79","6869.750000000001","1304.7623127347517","2246.5439698797486"
"78","50","0.75","79","7087.500000000001","1329.275094186859","2458.1679807120986"
"83","50","0.8","37","3849.800000000001","685.4508191498903","1301.1152221015998"
"86","50","0.85","2","180.40000000000006","26","56.19999999999999"
"82","50","0.8","30","2729.3999999999996","455.765987126049","936.326033959161"
"80","50","0.75","80","7002.75","1326.8050477774866","2284.518328854108"
"81","50","0.8","19","1985.8000000000002","300.98360201889614","732.882469164822"
"86","50","0.85","3","194.10000000000014","33.45","55.099999999999994"
"85","50","0.8","38","2878.5999999999995","610.3112665112665","866.2820179820179"
"86","50","0.85","4","240.10000000000005","51.17857142857143","59.1642857142857"
"80","50","0.75","81","7131.500000000001","1347.577775050214","2326.6774197631985"
"78","50","0.75","80","7085","1331.525094186859","2453.1679807120986"
"82","50","0.8","31","2818.5999999999995","468.9198332798953","957.1875724206993"
"86","50","0.85","5","315.74999999999994","68.5952380952381","89.14761904761905"
"81","50","0.8","20","2101.4","326.3576279929222","775.369915052268"
"86","50","0.85","6","402.3999999999999","102.49523809523811","108.64761904761903"
"83","50","0.8","38","3938.2000000000007","702.1397080387791","1344.1596665460443"
"80","50","0.75","82","7219.250000000003","1361.9111083835473","2379.5940864298655"
"85","50","0.8","39","2994.2000000000007","634.8874902874904","917.2260739260737"
"78","50","0.75","81","7200.250000000003","1363.8663640281288","2482.6640124581304"
"86","50","0.85","7","527","117.8238095238095","160.069696969697"
"84","50","0.8","17","1455.4","292.27399267399267","450.25494505494504"
"82","50","0.8","32","2943.1999999999994","484.986499946562","997.4118148449417"
"86","50","0.85","8","646.0499999999997","130.39047619047622","206.1530303030303"
"81","50","0.8","21","2221","335.5114741467683","824.117167799521"
"80","50","0.75","83","7298.000000000001","1390.3277750502143","2392.594086429865"
"84","50","0.8","18","1464.0000000000002","302.4739926739927","449.654945054945"
"86","50","0.85","9","649.1000000000001","136.1404761904762","198.8030303030303"
"78","50","0.75","82","7328.250000000005","1377.2552529170175","2538.4417902359082"
"85","50","0.8","40","3084.599999999999","643.8874902874902","946.516983016983"
"83","50","0.8","39","4066.6000000000004","745.2730413721125","1356.6929998793773"
"84","50","0.8","19","1591.3999999999999","325.1978021978022","483.67399267399264"
"86","50","0.85","10","776.3999999999999","162.95714285714288","229.22525252525253"
"80","50","0.75","84","7301.750000000001","1396.8277750502143","2390.8440864298655"
"84","50","0.8","20","1676.8000000000004","337.4866910866911","525.918437118437"
"86","50","0.85","11","890.6500000000001","183.61868131868135","263.02525252525254"
"81","50","0.8","22","2235.2","345.1114741467683","822.5171677995206"
"82","50","0.8","33","3069.6000000000004","498.98649994656193","1053.192767225894"
"78","50","0.75","83","7426.500000000001","1389.5052529170177","2573.747345791464"
"84","50","0.8","21","1764.2000000000003","349.48669108669105","555.5184371184371"
"86","50","0.85","12","1012.9999999999997","199.67252747252746","300.9906371406372"
"81","50","0.8","23","2321.2","367.71147414676824","839.2505011328541"
"80","50","0.75","85","7433.250000000002","1415.1005023229416","2446.275904611684"
"82","50","0.8","34","3113.6000000000004","503.663423023485","1067.7773826105094"
"83","50","0.8","40","4152.4","751.4730413721127","1395.4929998793775"
"84","50","0.8","22","1887.2000000000003","368.928796349849","590.8342265921214"
"86","50","0.85","13","1055.5","212.80329670329672","313.57525252525255"
"85","50","0.8","41","3171.7999999999993","681.6874902874903","976.516983016983"
"84","50","0.8","23","2014.2000000000003","375.52879634984896","649.7675599254547"
"86","50","0.85","14","1146.1","241.41043956043958","345.2109668109668"
"78","50","0.75","84","7472.750000000001","1399.2779801897448","2589.679163973282"
"80","50","0.75","86","7479.25","1427.0647880372271","2456.9544760402546"
"81","50","0.8","24","2325.8","375.5114741467683","835.0505011328542"
"86","50","0.85","15","1150.7","244.3104395604396","339.41096681096684"
"84","50","0.8","24","2067.0000000000005","391.72879634984906","665.5675599254545"
"82","50","0.8","35","3244.6000000000004","538.5300896901517","1109.019806852934"
"86","50","0.85","16","1271.1499999999996","278.9675824175824","370.25382395382394"
"85","50","0.8","42","3261.199999999999","689.6874902874904","1006.7169830169828"
"84","50","0.8","25","2199.2","415.67165349270624","714.5961313540262"
"80","50","0.75","87","7608.250000000002","1462.1329698554086","2514.863566949346"
"83","50","0.8","41","4156.6","757.0730413721126","1389.4929998793777"
