"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary mutation-magnitude"
"05/07/2018 23:07:05:844 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","26","0","15"
"[run number]","percent-to-replace","N","mutation-magnitude","tau","p","num-variants","[step]","total-wealth","get-for-pool recent-agent-history 0","get-for-pool recent-agent-history 1","get-for-pool recent-agent-history 2"
"91","1","50","0.9","0","0","1","18","1174","36","7","7"
"89","1","50","0.85","0","0","1","68","4829","37","6","7"
"88","1","50","0.85","0","0","1","83","6104.000000000003","33","8","9"
"90","1","50","0.85","0","0","1","39","2753.9999999999986","33","7","10"
"87","1","50","0.85","0","0","1","89","7142","35","8","7"
"86","1","50","0.85","0","0","1","86","6384","40","5","5"
"85","1","50","0.8","0","0","1","95","7080.000000000001","32","8","10"
"91","1","50","0.9","0","0","1","19","1330.0000000000002","36","9","5"
"92","1","50","0.9","0","0","1","18","1430.0000000000002","35","2","13"
"90","1","50","0.85","0","0","1","40","2786.9999999999995","33","10","7"
"88","1","50","0.85","0","0","1","84","6219.000000000002","35","4","11"
"86","1","50","0.85","0","0","1","87","6459","35","8","7"
"87","1","50","0.85","0","0","1","90","7296","34","7","9"
"85","1","50","0.8","0","0","1","96","7193","33","6","11"
"92","1","50","0.9","0","0","1","19","1463","33","7","10"
"90","1","50","0.85","0","0","1","41","2829","42","4","4"
"88","1","50","0.85","0","0","1","85","6295.000000000002","36","7","7"
"91","1","50","0.9","0","0","1","20","1403.9999999999995","34","9","7"
"86","1","50","0.85","0","0","1","88","6488.999999999998","30","8","12"
"87","1","50","0.85","0","0","1","91","7371.999999999999","36","4","10"
"85","1","50","0.8","0","0","1","97","7346.999999999999","34","7","9"
"89","1","50","0.85","0","0","1","69","4908.000000000003","39","7","4"
"90","1","50","0.85","0","0","1","42","2873.000000000001","44","4","2"
"88","1","50","0.85","0","0","1","86","6367","32","11","7"
"87","1","50","0.85","0","0","1","92","7411","39","5","6"
"86","1","50","0.85","0","0","1","89","6526.000000000001","37","8","5"
"85","1","50","0.8","0","0","1","98","7469.999999999999","43","3","4"
"92","1","50","0.9","0","0","1","20","1539","36","3","11"
"90","1","50","0.85","0","0","1","43","2996","43","5","2"
"88","1","50","0.85","0","0","1","87","6441.999999999999","35","5","10"
"87","1","50","0.85","0","0","1","93","7451.999999999998","41","2","7"
"86","1","50","0.85","0","0","1","90","6640.999999999999","35","6","9"
"89","1","50","0.85","0","0","1","70","4946.000000000002","38","11","1"
"85","1","50","0.8","0","0","1","99","7588","38","7","5"
"90","1","50","0.85","0","0","1","44","3034.9999999999995","39","4","7"
"88","1","50","0.85","0","0","1","88","6516.000000000002","34","10","6"
"92","1","50","0.9","0","0","1","21","1691.0000000000002","32","13","5"
"87","1","50","0.85","0","0","1","94","7532.999999999999","41","7","2"
"85","1","50","0.8","0","0","1","100","7748","40","7","3"
"86","1","50","0.85","0","0","1","91","6718","37","8","5"
"92","1","50","0.9","0","0","1","22","1803.0000000000002","32","10","8"
"93","1","50","0.9","0","0","1","0","0","0","0","0"
"88","1","50","0.85","0","0","1","89","6549","33","7","10"
"93","1","50","0.9","0","0","1","1","135","15","14","21"
"87","1","50","0.85","0","0","1","95","7688","35","9","6"
"89","1","50","0.85","0","0","1","71","5097","31","9","10"
"93","1","50","0.9","0","0","1","2","175.99999999999994","1","25","24"
"92","1","50","0.9","0","0","1","23","1837.0000000000005","34","9","7"
"86","1","50","0.85","0","0","1","92","6760.999999999997","43","6","1"
"88","1","50","0.85","0","0","1","90","6582.999999999998","34","9","7"
"90","1","50","0.85","0","0","1","45","3113.000000000001","38","7","5"
"91","1","50","0.9","0","0","1","21","1442","38","6","6"
"93","1","50","0.9","0","0","1","3","176.99999999999991","1","26","23"
"92","1","50","0.9","0","0","1","24","1871","34","10","6"
"86","1","50","0.85","0","0","1","93","6921.999999999999","41","6","3"
"89","1","50","0.85","0","0","1","72","5174","37","6","7"
"91","1","50","0.9","0","0","1","22","1480.0000000000002","38","3","9"
"88","1","50","0.85","0","0","1","91","6616.999999999999","34","10","6"
"87","1","50","0.85","0","0","1","96","7724.999999999998","37","11","2"
"90","1","50","0.85","0","0","1","46","3186.999999999999","34","6","10"
"92","1","50","0.9","0","0","1","25","1941.9999999999995","31","6","13"
"86","1","50","0.85","0","0","1","94","6998","36","8","6"
"89","1","50","0.85","0","0","1","73","5248","34","9","7"
"91","1","50","0.9","0","0","1","23","1555.9999999999993","36","8","6"
"88","1","50","0.85","0","0","1","92","6692.000000000001","35","6","9"
"90","1","50","0.85","0","0","1","47","3263","36","7","7"
"93","1","50","0.9","0","0","1","4","242","25","15","10"
"87","1","50","0.85","0","0","1","97","7761.000000000001","36","9","5"
"92","1","50","0.9","0","0","1","26","2054","32","8","10"
"86","1","50","0.85","0","0","1","95","7075","37","6","7"
"89","1","50","0.85","0","0","1","74","5277.000000000001","29","15","6"
"91","1","50","0.9","0","0","1","24","1589.9999999999995","34","8","8"
"93","1","50","0.9","0","0","1","5","350","28","12","10"
"90","1","50","0.85","0","0","1","48","3336","33","7","10"
"88","1","50","0.85","0","0","1","93","6774.000000000001","42","6","2"
"92","1","50","0.9","0","0","1","27","2200.9999999999995","27","9","14"
"87","1","50","0.85","0","0","1","98","7841.000000000002","40","6","4"
"89","1","50","0.85","0","0","1","75","5390.000000000002","33","8","9"
"93","1","50","0.9","0","0","1","6","500.99999999999994","31","7","12"
"91","1","50","0.9","0","0","1","25","1657.9999999999998","28","13","9"
"90","1","50","0.85","0","0","1","49","3410.9999999999995","35","6","9"
"92","1","50","0.9","0","0","1","28","2234","33","6","11"
"88","1","50","0.85","0","0","1","94","6812.999999999998","39","5","6"
"87","1","50","0.85","0","0","1","99","7960","39","6","5"
"86","1","50","0.85","0","0","1","96","7191","36","10","4"
"89","1","50","0.85","0","0","1","76","5426.000000000002","36","9","5"
"93","1","50","0.9","0","0","1","7","536.0000000000003","35","9","6"
"91","1","50","0.9","0","0","1","26","1686","28","11","11"
"92","1","50","0.9","0","0","1","29","2305.9999999999995","32","8","10"
"90","1","50","0.85","0","0","1","50","3446.000000000001","35","8","7"
"87","1","50","0.85","0","0","1","100","8000.000000000002","40","4","6"
"86","1","50","0.85","0","0","1","97","7230","39","8","3"
"94","1","50","0.9","0","0","1","0","0","0","0","0"
"92","1","50","0.9","0","0","1","30","2343.9999999999995","38","9","3"
"89","1","50","0.85","0","0","1","77","5462.000000000002","36","6","8"
"91","1","50","0.9","0","0","1","27","1710","24","16","10"
"94","1","50","0.9","0","0","1","1","21","21","14","15"
"90","1","50","0.85","0","0","1","51","3566","40","5","5"
"86","1","50","0.85","0","0","1","98","7304","34","10","6"
"92","1","50","0.9","0","0","1","31","2383.000000000001","39","5","6"
"94","1","50","0.9","0","0","1","2","141","0","17","33"
"93","1","50","0.9","0","0","1","8","575","39","6","5"
"91","1","50","0.9","0","0","1","28","1782","32","12","6"
"89","1","50","0.85","0","0","1","78","5497.999999999999","36","8","6"
"90","1","50","0.85","0","0","1","52","3606.000000000001","40","5","5"
"94","1","50","0.9","0","0","1","3","182.0000000000001","1","22","27"
"92","1","50","0.9","0","0","1","32","2426.9999999999995","44","5","1"
"86","1","50","0.85","0","0","1","99","7382","38","8","4"
"93","1","50","0.9","0","0","1","9","616.0000000000001","41","7","2"
"91","1","50","0.9","0","0","1","29","1936.000000000001","34","9","7"
"89","1","50","0.85","0","0","1","79","5579.000000000002","41","1","8"
"88","1","50","0.85","0","0","1","95","6851.000000000001","38","8","4"
"90","1","50","0.85","0","0","1","53","3644.0000000000005","38","7","5"
"94","1","50","0.9","0","0","1","4","206.0000000000001","24","18","8"
"92","1","50","0.9","0","0","1","33","2591.0000000000005","44","3","3"
"86","1","50","0.85","0","0","1","100","7413.000000000002","31","12","7"
"93","1","50","0.9","0","0","1","10","652.0000000000001","36","7","7"
"95","1","50","0.9","0","0","1","0","0","0","0","0"
"91","1","50","0.9","0","0","1","30","2088.0000000000005","32","6","12"
"89","1","50","0.85","0","0","1","80","5736.000000000001","37","5","8"
"90","1","50","0.85","0","0","1","54","3682.0000000000005","38","6","6"
"94","1","50","0.9","0","0","1","5","275.0000000000001","29","12","9"
"88","1","50","0.85","0","0","1","96","6928","37","5","8"
"92","1","50","0.9","0","0","1","34","2671.000000000001","40","5","5"
"93","1","50","0.9","0","0","1","11","808","36","10","4"
"89","1","50","0.85","0","0","1","81","5812.000000000002","36","6","8"
"94","1","50","0.9","0","0","1","6","304.00000000000017","29","13","8"
"90","1","50","0.85","0","0","1","55","3762","40","6","4"
"88","1","50","0.85","0","0","1","97","7007.000000000001","39","6","5"
"93","1","50","0.9","0","0","1","12","845","37","7","6"
"94","1","50","0.9","0","0","1","7","376.00000000000017","32","13","5"
"89","1","50","0.85","0","0","1","82","5926.999999999998","35","11","4"
"93","1","50","0.9","0","0","1","13","885.9999999999998","41","4","5"
"90","1","50","0.85","0","0","1","56","3798.0000000000005","36","6","8"
"88","1","50","0.85","0","0","1","98","7084","37","5","8"
"94","1","50","0.9","0","0","1","8","449.00000000000006","33","9","8"
"88","1","50","0.85","0","0","1","99","7122.000000000001","38","5","7"
"95","1","50","0.9","0","0","1","1","93.99999999999997","14","12","24"
"89","1","50","0.85","0","0","1","83","5963.999999999999","37","6","7"
"93","1","50","0.9","0","0","1","14","964.9999999999999","39","1","10"
"92","1","50","0.9","0","0","1","35","2828.0000000000005","37","5","8"
"90","1","50","0.85","0","0","1","57","3880","42","4","4"
"95","1","50","0.9","0","0","1","2","94.99999999999997","1","23","26"
"94","1","50","0.9","0","0","1","9","519.0000000000001","30","6","14"
"93","1","50","0.9","0","0","1","15","1126.0000000000002","41","1","8"
"88","1","50","0.85","0","0","1","100","7243","41","8","1"
"92","1","50","0.9","0","0","1","36","2863","35","8","7"
"90","1","50","0.85","0","0","1","58","3962.0000000000005","42","3","5"
"89","1","50","0.85","0","0","1","84","6083.999999999998","40","7","3"
"95","1","50","0.9","0","0","1","3","136.99999999999997","2","26","22"
"96","1","50","0.95","0","0","1","0","0","0","0","0"
"94","1","50","0.9","0","0","1","10","558.0000000000001","39","4","7"
"93","1","50","0.9","0","0","1","16","1242.9999999999998","37","3","10"
"96","1","50","0.95","0","0","1","1","140","20","9","21"
"92","1","50","0.9","0","0","1","37","2939","36","5","9"
"90","1","50","0.85","0","0","1","59","4037.000000000001","35","9","6"
"89","1","50","0.85","0","0","1","85","6161","37","7","6"
"95","1","50","0.9","0","0","1","4","203","26","15","9"
"96","1","50","0.95","0","0","1","2","141","1","21","28"
"94","1","50","0.9","0","0","1","11","597","39","3","8"
"93","1","50","0.9","0","0","1","17","1281.9999999999998","39","7","4"
"91","1","50","0.9","0","0","1","31","2160.0000000000005","32","8","10"
"92","1","50","0.9","0","0","1","38","3017.000000000002","38","5","7"
"96","1","50","0.95","0","0","1","3","181.9999999999999","1","22","27"
"93","1","50","0.9","0","0","1","18","1439.0000000000002","37","7","6"
"95","1","50","0.9","0","0","1","5","271","28","11","11"
"94","1","50","0.9","0","0","1","12","671.0000000000001","34","8","8"
"90","1","50","0.85","0","0","1","60","4109","32","7","11"
"92","1","50","0.9","0","0","1","39","3057.9999999999995","41","1","8"
"89","1","50","0.85","0","0","1","86","6193.000000000002","32","8","10"
"96","1","50","0.95","0","0","1","4","201.99999999999991","20","18","12"
"91","1","50","0.9","0","0","1","32","2236","36","7","7"
"95","1","50","0.9","0","0","1","6","301","30","8","12"
"93","1","50","0.9","0","0","1","19","1474","35","6","9"
"94","1","50","0.9","0","0","1","13","715.0000000000001","44","1","5"
"89","1","50","0.85","0","0","1","87","6265.999999999998","33","9","8"
"92","1","50","0.9","0","0","1","40","3141","43","2","5"
"96","1","50","0.95","0","0","1","5","230.99999999999994","29","17","4"
"91","1","50","0.9","0","0","1","33","2311","35","10","5"
"95","1","50","0.9","0","0","1","7","332","31","9","10"
"94","1","50","0.9","0","0","1","14","789.9999999999999","35","10","5"
"90","1","50","0.85","0","0","1","61","4147.000000000001","38","5","7"
"93","1","50","0.9","0","0","1","20","1508","34","4","12"
"96","1","50","0.95","0","0","1","6","262.99999999999983","32","10","8"
"92","1","50","0.9","0","0","1","41","3180.0000000000005","39","6","5"
"89","1","50","0.85","0","0","1","88","6376.999999999998","31","10","9"
"95","1","50","0.9","0","0","1","8","359.99999999999994","28","14","8"
"94","1","50","0.9","0","0","1","15","862.9999999999999","33","9","8"
"91","1","50","0.9","0","0","1","34","2349","38","7","5"
"90","1","50","0.85","0","0","1","62","4226.000000000001","39","4","7"
"93","1","50","0.9","0","0","1","21","1624","36","10","4"
"96","1","50","0.95","0","0","1","7","342.9999999999999","40","6","4"
"92","1","50","0.9","0","0","1","42","3217.000000000001","37","7","6"
"89","1","50","0.85","0","0","1","89","6411","34","9","7"
"95","1","50","0.9","0","0","1","9","392.00000000000006","32","10","8"
"94","1","50","0.9","0","0","1","16","933.9999999999999","31","8","11"
"90","1","50","0.85","0","0","1","63","4347.000000000001","41","1","8"
"96","1","50","0.95","0","0","1","8","426.99999999999994","44","2","4"
"93","1","50","0.9","0","0","1","22","1738.9999999999993","35","11","4"
"91","1","50","0.9","0","0","1","35","2382.0000000000005","33","5","12"
"92","1","50","0.9","0","0","1","43","3297","40","6","4"
"89","1","50","0.85","0","0","1","90","6526.000000000001","35","9","6"
"95","1","50","0.9","0","0","1","10","425.00000000000006","33","7","10"
"94","1","50","0.9","0","0","1","17","962.9999999999999","29","8","13"
"96","1","50","0.95","0","0","1","9","470.99999999999994","44","1","5"
"90","1","50","0.85","0","0","1","64","4385","38","8","4"
"91","1","50","0.9","0","0","1","36","2458","36","9","5"
"93","1","50","0.9","0","0","1","23","1767.9999999999995","29","11","10"
"92","1","50","0.9","0","0","1","44","3333.999999999999","37","9","4"
"95","1","50","0.9","0","0","1","11","499.99999999999994","35","5","10"
"94","1","50","0.9","0","0","1","18","1027.9999999999998","25","14","11"
"89","1","50","0.85","0","0","1","91","6565","39","8","3"
"96","1","50","0.95","0","0","1","10","508.99999999999994","38","6","6"
"90","1","50","0.85","0","0","1","65","4424.999999999999","40","5","5"
"91","1","50","0.9","0","0","1","37","2501.0000000000005","43","5","2"
"92","1","50","0.9","0","0","1","45","3373.000000000001","39","5","6"
"95","1","50","0.9","0","0","1","12","537","37","5","8"
"93","1","50","0.9","0","0","1","24","1803.9999999999998","36","9","5"
"94","1","50","0.9","0","0","1","19","1096.9999999999995","29","11","10"
"89","1","50","0.85","0","0","1","92","6597.999999999999","33","10","7"
"96","1","50","0.95","0","0","1","11","580.0000000000002","31","10","9"
"90","1","50","0.85","0","0","1","66","4464","39","6","5"
"95","1","50","0.9","0","0","1","13","653.0000000000001","36","7","7"
"91","1","50","0.9","0","0","1","38","2659.0000000000005","38","6","6"
"93","1","50","0.9","0","0","1","25","1881.9999999999998","38","7","5"
"94","1","50","0.9","0","0","1","20","1131.0000000000002","34","6","10"
"92","1","50","0.9","0","0","1","46","3411","38","7","5"
"96","1","50","0.95","0","0","1","12","611.0000000000002","31","11","8"
"89","1","50","0.85","0","0","1","93","6677.999999999999","40","5","5"
"90","1","50","0.85","0","0","1","67","4500","36","8","6"
"95","1","50","0.9","0","0","1","14","765.0000000000001","32","7","11"
"93","1","50","0.9","0","0","1","26","1918.0000000000002","36","8","6"
"94","1","50","0.9","0","0","1","21","1168.9999999999998","38","6","6"
"92","1","50","0.9","0","0","1","47","3483.0000000000005","32","10","8"
"96","1","50","0.95","0","0","1","13","760.0000000000001","29","12","9"
"90","1","50","0.85","0","0","1","68","4572","32","6","12"
"95","1","50","0.9","0","0","1","15","842.0000000000001","37","5","8"
"94","1","50","0.9","0","0","1","22","1207.0000000000005","38","6","6"
"96","1","50","0.95","0","0","1","14","838.0000000000003","38","4","8"
"89","1","50","0.85","0","0","1","94","6752.000000000001","34","8","8"
"94","1","50","0.9","0","0","1","23","1249","42","2","6"
"95","1","50","0.9","0","0","1","16","918.0000000000001","36","7","7"
"92","1","50","0.9","0","0","1","48","3553.0000000000014","30","8","12"
"96","1","50","0.95","0","0","1","15","992.0000000000003","34","7","9"
"94","1","50","0.9","0","0","1","24","1332","43","4","3"
"90","1","50","0.85","0","0","1","69","4647","35","7","8"
"89","1","50","0.85","0","0","1","95","6832.000000000003","40","6","4"
"96","1","50","0.95","0","0","1","16","1069","37","6","7"
"95","1","50","0.9","0","0","1","17","1071","33","6","11"
"92","1","50","0.9","0","0","1","49","3587.9999999999995","35","7","8"
"96","1","50","0.95","0","0","1","17","1217.0000000000005","28","12","10"
"93","1","50","0.9","0","0","1","27","2076","38","11","1"
"94","1","50","0.9","0","0","1","25","1413","41","5","4"
"90","1","50","0.85","0","0","1","70","4724.000000000002","37","8","5"
"89","1","50","0.85","0","0","1","96","6870.000000000001","38","3","9"
"95","1","50","0.9","0","0","1","18","1142.9999999999998","32","10","8"
"92","1","50","0.9","0","0","1","50","3702.999999999999","35","10","5"
"96","1","50","0.95","0","0","1","18","1289.0000000000002","32","12","6"
"93","1","50","0.9","0","0","1","28","2112","36","9","5"
"94","1","50","0.9","0","0","1","26","1493.9999999999998","41","4","5"
"95","1","50","0.9","0","0","1","19","1295","32","13","5"
"90","1","50","0.85","0","0","1","71","4805.000000000001","41","6","3"
"89","1","50","0.85","0","0","1","97","6950.999999999999","41","6","3"
"96","1","50","0.95","0","0","1","19","1409","40","5","5"
"93","1","50","0.9","0","0","1","29","2267.9999999999995","36","8","6"
"92","1","50","0.9","0","0","1","51","3734.9999999999995","32","11","7"
"95","1","50","0.9","0","0","1","20","1370","35","6","9"
"96","1","50","0.95","0","0","1","20","1445.0000000000002","36","10","4"
"90","1","50","0.85","0","0","1","72","4847.000000000001","42","7","1"
"89","1","50","0.85","0","0","1","98","6994","43","1","6"
"93","1","50","0.9","0","0","1","30","2302","34","8","8"
"91","1","50","0.9","0","0","1","39","2691.0000000000005","32","11","7"
"94","1","50","0.9","0","0","1","27","1570.0000000000005","36","5","9"
"92","1","50","0.9","0","0","1","52","3768.000000000001","33","8","9"
"96","1","50","0.95","0","0","1","21","1482","37","6","7"
"90","1","50","0.85","0","0","1","73","4887.000000000001","40","4","6"
"95","1","50","0.9","0","0","1","21","1443.9999999999995","34","8","8"
"89","1","50","0.85","0","0","1","99","7151.000000000001","37","7","6"
"93","1","50","0.9","0","0","1","31","2336.999999999999","35","8","7"
"94","1","50","0.9","0","0","1","28","1688.0000000000002","38","5","7"
"92","1","50","0.9","0","0","1","53","3878.9999999999986","31","11","8"
"96","1","50","0.95","0","0","1","22","1559.0000000000005","37","6","7"
"91","1","50","0.9","0","0","1","40","2847.0000000000005","36","10","4"
"90","1","50","0.85","0","0","1","74","4925","38","7","5"
"93","1","50","0.9","0","0","1","32","2489.9999999999995","33","10","7"
"89","1","50","0.85","0","0","1","100","7181.999999999997","31","9","10"
"94","1","50","0.9","0","0","1","29","1844.0000000000002","36","7","7"
"95","1","50","0.9","0","0","1","22","1479.9999999999995","36","10","4"
"97","1","50","0.95","0","0","1","0","0","0","0","0"
"96","1","50","0.95","0","0","1","23","1635.0000000000002","36","5","9"
"92","1","50","0.9","0","0","1","54","3991.000000000001","32","9","9"
"91","1","50","0.9","0","0","1","41","2878.999999999999","32","10","8"
"90","1","50","0.85","0","0","1","75","5039.999999999999","35","4","11"
"93","1","50","0.9","0","0","1","33","2526","36","8","6"
"97","1","50","0.95","0","0","1","1","12","12","13","25"
"94","1","50","0.9","0","0","1","30","1955.9999999999995","32","11","7"
"96","1","50","0.95","0","0","1","24","1711.0000000000002","36","8","6"
"95","1","50","0.9","0","0","1","23","1598","38","5","7"
"92","1","50","0.9","0","0","1","55","4021.9999999999995","31","13","6"
"97","1","50","0.95","0","0","1","2","52","0","20","30"
"91","1","50","0.9","0","0","1","42","2909.0000000000014","30","13","7"
"93","1","50","0.9","0","0","1","34","2609.999999999999","44","3","3"
"94","1","50","0.9","0","0","1","31","2028.9999999999998","33","4","13"
"96","1","50","0.95","0","0","1","25","1823.0000000000002","32","8","10"
"97","1","50","0.95","0","0","1","3","92.99999999999997","1","21","28"
"95","1","50","0.9","0","0","1","24","1635","37","7","6"
"92","1","50","0.9","0","0","1","56","4056.9999999999995","35","7","8"
"93","1","50","0.9","0","0","1","35","2690.000000000001","40","7","3"
"90","1","50","0.85","0","0","1","76","5112.999999999999","33","6","11"
"94","1","50","0.9","0","0","1","32","2107.9999999999995","39","5","6"
"96","1","50","0.95","0","0","1","26","1896.9999999999998","34","8","8"
"97","1","50","0.95","0","0","1","4","148.99999999999994","16","19","15"
"95","1","50","0.9","0","0","1","25","1677","42","2","6"
"91","1","50","0.9","0","0","1","43","2945.000000000001","36","7","7"
"92","1","50","0.9","0","0","1","57","4130.999999999999","34","11","5"
"93","1","50","0.9","0","0","1","36","2766.0000000000005","36","10","4"
"90","1","50","0.85","0","0","1","77","5152.999999999999","40","6","4"
"96","1","50","0.95","0","0","1","27","2053","36","8","6"
"97","1","50","0.95","0","0","1","5","176.99999999999997","28","15","7"
"94","1","50","0.9","0","0","1","33","2184","36","9","5"
"95","1","50","0.9","0","0","1","26","1756","39","5","6"
"92","1","50","0.9","0","0","1","58","4206.999999999999","36","9","5"
"97","1","50","0.95","0","0","1","6","246.99999999999997","30","14","6"
"96","1","50","0.95","0","0","1","28","2085.0000000000005","32","11","7"
"90","1","50","0.85","0","0","1","78","5231","38","5","7"
"94","1","50","0.9","0","0","1","34","2212","28","10","12"
"95","1","50","0.9","0","0","1","27","1835","39","8","3"
"92","1","50","0.9","0","0","1","59","4285.000000000002","38","4","8"
"93","1","50","0.9","0","0","1","37","2799.9999999999995","34","10","6"
"97","1","50","0.95","0","0","1","7","317.0000000000001","30","15","5"
"96","1","50","0.95","0","0","1","29","2158","33","7","10"
"94","1","50","0.9","0","0","1","35","2285.000000000001","33","10","7"
"90","1","50","0.85","0","0","1","79","5350","39","6","5"
"95","1","50","0.9","0","0","1","28","1954","39","5","6"
"92","1","50","0.9","0","0","1","60","4324","39","5","6"
"97","1","50","0.95","0","0","1","8","390.99999999999994","34","9","7"
"96","1","50","0.95","0","0","1","30","2226.9999999999995","29","12","9"
"94","1","50","0.9","0","0","1","36","2359.0000000000014","34","9","7"
"95","1","50","0.9","0","0","1","29","1992","38","7","5"
"90","1","50","0.85","0","0","1","80","5465.000000000001","35","8","7"
"93","1","50","0.9","0","0","1","38","2953.0000000000005","33","4","13"
"92","1","50","0.9","0","0","1","61","4482","38","6","6"
"97","1","50","0.95","0","0","1","9","422.0000000000002","31","9","10"
"96","1","50","0.95","0","0","1","31","2260.0000000000005","33","7","10"
"95","1","50","0.9","0","0","1","30","2143","31","9","10"
"94","1","50","0.9","0","0","1","37","2395","36","11","3"
"90","1","50","0.85","0","0","1","81","5539","34","8","8"
"97","1","50","0.95","0","0","1","10","574.0000000000001","32","14","4"
"93","1","50","0.9","0","0","1","39","3027.9999999999995","35","9","6"
"92","1","50","0.9","0","0","1","62","4554","32","10","8"
"96","1","50","0.95","0","0","1","32","2298.0000000000005","38","2","10"
"95","1","50","0.9","0","0","1","31","2215","32","9","9"
"94","1","50","0.9","0","0","1","38","2476.0000000000005","41","4","5"
"90","1","50","0.85","0","0","1","82","5613","34","10","6"
"97","1","50","0.95","0","0","1","11","653.0000000000001","39","6","5"
"93","1","50","0.9","0","0","1","40","3063","35","11","4"
"92","1","50","0.9","0","0","1","63","4590","36","6","8"
"96","1","50","0.95","0","0","1","33","2371","33","9","8"
"95","1","50","0.9","0","0","1","32","2289.9999999999995","35","9","6"
"94","1","50","0.9","0","0","1","39","2551.000000000001","35","8","7"
"97","1","50","0.95","0","0","1","12","693.0000000000002","40","6","4"
"96","1","50","0.95","0","0","1","34","2485","34","7","9"
"92","1","50","0.9","0","0","1","64","4632","42","4","4"
"93","1","50","0.9","0","0","1","41","3135","32","11","7"
"90","1","50","0.85","0","0","1","83","5649.999999999997","37","7","6"
"95","1","50","0.9","0","0","1","33","2325","35","8","7"
"94","1","50","0.9","0","0","1","40","2632.0000000000005","41","3","6"
"91","1","50","0.9","0","0","1","44","2982.0000000000005","37","6","7"
"96","1","50","0.95","0","0","1","35","2558","33","9","8"
"92","1","50","0.9","0","0","1","65","4710.000000000001","38","6","6"
"93","1","50","0.9","0","0","1","42","3207.0000000000005","32","8","10"
"97","1","50","0.95","0","0","1","13","775","42","3","5"
"90","1","50","0.85","0","0","1","84","5682","32","8","10"
"95","1","50","0.9","0","0","1","34","2404","39","7","4"
"94","1","50","0.9","0","0","1","41","2748.000000000001","36","7","7"
"91","1","50","0.9","0","0","1","45","3053","31","8","11"
"97","1","50","0.95","0","0","1","14","816.0000000000001","41","4","5"
"93","1","50","0.9","0","0","1","43","3321","34","7","9"
"90","1","50","0.85","0","0","1","85","5759.999999999999","38","9","3"
"96","1","50","0.95","0","0","1","36","2634","36","6","8"
"92","1","50","0.9","0","0","1","66","4783.999999999998","34","9","7"
"95","1","50","0.9","0","0","1","35","2520.000000000001","36","5","9"
"94","1","50","0.9","0","0","1","42","2907","39","5","6"
"97","1","50","0.95","0","0","1","15","892","36","12","2"
"96","1","50","0.95","0","0","1","37","2672.0000000000005","38","5","7"
"92","1","50","0.9","0","0","1","67","4858.999999999999","35","8","7"
"90","1","50","0.85","0","0","1","86","5836","36","6","8"
"95","1","50","0.9","0","0","1","36","2552.9999999999995","33","7","10"
"91","1","50","0.9","0","0","1","46","3087.0000000000005","34","10","6"
"94","1","50","0.9","0","0","1","43","2988","41","5","4"
"93","1","50","0.9","0","0","1","44","3435.0000000000014","34","11","5"
"97","1","50","0.95","0","0","1","16","924","32","9","9"
"96","1","50","0.95","0","0","1","38","2714","42","4","4"
"95","1","50","0.9","0","0","1","37","2708","35","6","9"
"92","1","50","0.9","0","0","1","68","4941","42","4","4"
"90","1","50","0.85","0","0","1","87","5952.000000000001","36","5","9"
"91","1","50","0.9","0","0","1","47","3120.0000000000005","33","8","9"
"94","1","50","0.9","0","0","1","44","3144.0000000000005","36","5","9"
"93","1","50","0.9","0","0","1","45","3511.000000000001","36","6","8"
"97","1","50","0.95","0","0","1","17","961","37","5","8"
"96","1","50","0.95","0","0","1","39","2792","38","4","8"
"95","1","50","0.9","0","0","1","38","2742","34","7","9"
"92","1","50","0.9","0","0","1","69","5098.999999999999","38","5","7"
"90","1","50","0.85","0","0","1","88","6029.000000000001","37","6","7"
"94","1","50","0.9","0","0","1","45","3255","31","7","12"
"91","1","50","0.9","0","0","1","48","3194","34","7","9"
"93","1","50","0.9","0","0","1","46","3586.999999999999","36","7","7"
"97","1","50","0.95","0","0","1","18","1117.9999999999998","37","6","7"
"96","1","50","0.95","0","0","1","40","2828.0000000000005","36","5","9"
"95","1","50","0.9","0","0","1","39","2858","36","7","7"
"92","1","50","0.9","0","0","1","70","5173.000000000001","34","10","6"
"90","1","50","0.85","0","0","1","89","6065","36","6","8"
"94","1","50","0.9","0","0","1","46","3294.0000000000005","39","4","7"
"91","1","50","0.9","0","0","1","49","3230.9999999999995","37","10","3"
"97","1","50","0.95","0","0","1","19","1195.9999999999998","38","5","7"
"93","1","50","0.9","0","0","1","47","3658.9999999999995","32","9","9"
"95","1","50","0.9","0","0","1","40","2935.9999999999995","38","6","6"
"96","1","50","0.95","0","0","1","41","2865","37","7","6"
"92","1","50","0.9","0","0","1","71","5210","37","7","6"
"90","1","50","0.85","0","0","1","90","6098","33","8","9"
"94","1","50","0.9","0","0","1","47","3333.0000000000005","39","6","5"
"97","1","50","0.95","0","0","1","20","1269","33","7","10"
"93","1","50","0.9","0","0","1","48","3769.9999999999995","31","12","7"
"95","1","50","0.9","0","0","1","41","3091.0000000000005","35","8","7"
"96","1","50","0.95","0","0","1","42","2897.0000000000005","32","11","7"
"94","1","50","0.9","0","0","1","48","3488.0000000000005","35","9","6"
