"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau"
"04/27/2018 21:50:07:315 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","56","0","30"
"[run number]","N","tau","p","[step]","total-wealth","sum [wealth] of turtles with [ strategy = 0 ]","sum [wealth] of turtles with [ strategy = 1 ]","sum [wealth] of turtles with [ strategy = 2 ]","sum [wealth] of turtles with [ strategy = 3 ]"
"4","50","0","1","18","896.0000000000002","241.35951208720084","289.7885183720424","233.84098052976773","131.01098901098902"
"7","50","0.05","1","44","2404.5","533.931759123454","688.2370182606015","611.4134611115094","570.9177615044354"
"8","50","0.05","1","34","1900.8499999999995","444.25151404435286","577.1661972440745","489.38306836670006","390.0492203448724"
"2","50","0","1","22","678","113.90002278423329","165.11346548188652","173.79352927773982","225.19298245614036"
"5","50","0","1","23","1356","300.46672598725365","347.65703163589825","345.3752071801607","362.5010351966874"
"4","50","0","1","19","956.9999999999999","271.9477473813186","300.84734190145423","241.1939217062383","143.01098901098902"
"2","50","0","1","23","738.0000000000001","137.53638642059698","181.84073820915927","181.42989291410345","237.1929824561403"
"3","50","0","1","24","1472.9999999999998","350.7011988624587","447.29844596408066","357.99120185538277","317.0091533180777"
"5","50","0","1","24","1416.0000000000002","324.1030896236172","358.11157709044375","359.2842980892517","374.5010351966874"
"2","50","0","1","24","784.9999999999998","161.1727500569606","191.11346548188655","195.52080200501254","237.1929824561403"
"4","50","0","1","20","1085","292.74774738131856","331.0708713132189","261.6998040591795","199.48157724628314"
"5","50","0","1","25","1467.9999999999998","345.7697562902839","373.4449104237771","374.28429808925165","374.5010351966874"
"1","50","0","1","22","907","125.51395881006869","295.74764579432775","216.04940018029265","269.68899521531097"
"3","50","0","1","25","1493.0000000000007","350.7011988624587","453.29844596408066","359.9912018553828","329.0091533180777"
"8","50","0.05","1","35","1958.4499999999998","470.25151404435275","587.7161972440744","499.0330683667001","401.44922034487263"
"7","50","0.05","1","45","2412.0500000000006","533.931759123454","692.7870182606016","615.0134611115093","570.3177615044353"
"5","50","0","1","26","1530.0000000000002","367.4364229569507","389.44491042377706","386.617631422585","386.5010351966874"
"6","50","0.05","1","13","566.6999999999999","147.82139406487232","178.37525879917183","164.73906142167016","75.76428571428573"
"2","50","0","1","25","803.9999999999999","161.1727500569606","195.11346548188652","198.5208020050125","249.19298245614033"
"7","50","0.05","1","46","2428.3499999999995","533.931759123454","694.2370182606015","618.4634611115093","581.7177615044353"
"3","50","0","1","26","1581.0000000000002","350.7011988624587","480.29844596408066","372.99120185538277","377.0091533180777"
"6","50","0.05","1","14","622.1999999999999","175.18981511750394","188.24104827285603","171.60485089535433","87.16428571428573"
"8","50","0.05","1","36","2008.0499999999995","493.88787768071643","602.6389245168017","510.67397745760917","400.8492203448726"
"4","50","0","1","21","1105.0000000000002","292.74774738131856","334.07087131321896","266.6998040591794","211.48157724628314"
"2","50","0","1","26","851.0000000000001","182.83941672362727","209.7801321485532","209.18746867167917","249.19298245614033"
"1","50","0","1","23","1011.0000000000001","125.51395881006869","367.4143124609944","236.38273351362596","281.68899521531097"
"7","50","0.05","1","47","2434.849999999999","533.931759123454","698.8870182606016","620.9134611115094","581.1177615044354"
"6","50","0.05","1","15","670.6999999999998","201.18981511750394","198.79104827285607","184.15485089535434","86.5642857142857"
"3","50","0","1","27","1601.0000000000005","350.7011988624587","483.29844596408066","377.99120185538277","389.0091533180777"
"2","50","0","1","27","992.0000000000002","207.601321485532","262.3991797676008","260.8065162907268","261.19298245614027"
"8","50","0.05","1","37","2069.75","522.7767665696053","617.1778134056906","517.5461996798314","412.2492203448725"
"7","50","0.05","1","48","2533.5000000000005","533.931759123454","741.4100951836785","665.6403841884324","592.5177615044355"
"6","50","0.05","1","16","734.3000000000001","228.55823617013556","210.70683774654026","197.07064036903856","97.9642857142857"
"2","50","0","1","28","1040.9999999999998","231.23768512189557","274.85372522214624","273.7156071998177","261.19298245614027"
"4","50","0","1","22","1195.9999999999998","292.74774738131856","346.49192394479786","294.75243563812694","262.0078930357568"
"1","50","0","1","24","1060","154.40284769895752","375.8587569054388","248.04940018029265","281.68899521531097"
"5","50","0","1","27","1580.9999999999998","392.1983277188553","405.8734818523484","396.4271552321088","386.5010351966874"
"6","50","0.05","1","17","739.8000000000002","228.55823617013556","215.25683774654027","198.62064036903854","97.36428571428571"
"7","50","0.05","1","49","2620.05","533.931759123454","763.9100951836785","682.2903841884324","639.9177615044352"
"2","50","0","1","29","1098","257.2376851218956","286.85372522214624","280.7156071998177","273.1929824561403"
"3","50","0","1","28","1650","375.46310362436355","496.9174935831283","388.61024947443036","389.0091533180777"
"1","50","0","1","25","1158.0000000000007","154.40284769895752","424.30320134988324","285.60495573584825","293.68899521531097"
"6","50","0.05","1","18","760.1000000000001","228.55823617013556","219.7068377465403","203.07064036903853","108.76428571428573"
"7","50","0.05","1","50","2642.5499999999997","533.931759123454","769.4100951836783","687.8903841884324","651.3177615044353"
"4","50","0","1","23","1217.0000000000002","292.74774738131856","350.49192394479786","299.75243563812694","274.0078930357568"
"5","50","0","1","28","1640.0000000000007","418.1983277188556","418.8734818523486","404.4271552321088","398.5010351966874"
"6","50","0.05","1","19","848.5000000000002","228.55823617013556","237.7884166939087","223.4627456321964","158.69060150375938"
"3","50","0","1","29","1749.0000000000007","375.46310362436355","552.2508269164615","420.27691614109705","401.0091533180777"
"1","50","0","1","26","1203.9999999999995","178.03921133532117","439.2122922589742","293.0595011903937","293.68899521531097"
"7","50","0.05","1","51","2726.1499999999987","533.931759123454","788.0100951836785","705.4903841884322","698.7177615044354"
"6","50","0.05","1","20","909.2500000000001","249.3582361701355","253.6384166939087","236.16274563219645","170.0906015037594"
"5","50","0","1","29","1728.000000000001","418.1983277188556","439.71558711550637","421.0587341794773","449.0273509861611"
"3","50","0","1","30","1757.0000000000007","375.46310362436355","557.2508269164616","423.276916141097","401.0091533180777"
"6","50","0.05","1","21","913.8500000000003","249.3582361701355","258.23841669390873","236.76274563219644","169.49060150375936"
"4","50","0","1","24","1264","321.63663627020736","360.9363683892423","307.41910230479357","274.00789303575675"
"1","50","0","1","27","1341.9999999999993","202.801116097226","493.4677035143855","340.04218517307766","305.68899521531097"
"6","50","0.05","1","22","1051.55","271.96693182230933","321.0623297373869","277.63013693654426","180.89060150375937"
"8","50","0.05","1","38","2081.3000000000006","522.7767665696053","626.7278134056907","520.1461996798314","411.64922034487245"
"2","50","0","1","30","1223.9999999999998","277.23768512189565","313.9562893247104","306.2797097639203","326.5263157894737"
"5","50","0","1","30","1748.0000000000005","418.1983277188556","442.7155871155064","426.0587341794772","461.0273509861611"
"3","50","0","1","31","1897","398.07179927653755","624.6110753636666","461.3079720417182","413.0091533180777"
"6","50","0.05","1","23","1097.0500000000004","295.60329545867313","327.4305115555687","293.7255914819988","180.2906015037594"
