"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau"
"05/05/2018 15:17:25:980 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","26","0","15"
"[run number]","N","tau","p","[step]","total-wealth","sum [wealth] of turtles with [ strategy = 0 ]","sum [wealth] of turtles with [ strategy = 1 ]","sum [wealth] of turtles with [ strategy = 2 ]","sum [wealth] of turtles with [ strategy = 3 ]"
"2","50","0","1","48","2391.0000000000005","2391.0000000000005","0","0","0"
"5","50","0","1","38","1700.9999999999995","1700.9999999999995","0","0","0"
"4","50","0","1","40","1458.0000000000002","1458.0000000000002","0","0","0"
"3","50","0","1","49","2605","2605","0","0","0"
"7","50","0.05","1","43","1772.1","1772.1","0","0","0"
"1","50","0","1","26","943","943","0","0","0"
"6","50","0.05","1","33","1277.2","1277.2","0","0","0"
"3","50","0","1","50","2649.9999999999995","2649.9999999999995","0","0","0"
"4","50","0","1","41","1507","1507","0","0","0"
"5","50","0","1","39","1744","1744","0","0","0"
"2","50","0","1","49","2399.0000000000005","2399.0000000000005","0","0","0"
"8","50","0.05","1","37","1532.35","1532.35","0","0","0"
"3","50","0","1","51","2654.9999999999995","2654.9999999999995","0","0","0"
"1","50","0","1","27","1066","1066","0","0","0"
"6","50","0.05","1","34","1321.8500000000001","1321.8500000000001","0","0","0"
"4","50","0","1","42","1516.0000000000005","1516.0000000000005","0","0","0"
"7","50","0.05","1","44","1813.5000000000002","1813.5000000000002","0","0","0"
"3","50","0","1","52","2660","2660","0","0","0"
"4","50","0","1","43","1558.0000000000005","1558.0000000000005","0","0","0"
"8","50","0.05","1","38","1536.6999999999996","1536.6999999999996","0","0","0"
"7","50","0.05","1","45","1816.95","1816.95","0","0","0"
"6","50","0.05","1","35","1362.2000000000003","1362.2000000000003","0","0","0"
"2","50","0","1","50","2442.9999999999995","2442.9999999999995","0","0","0"
"3","50","0","1","53","2703.0000000000005","2703.0000000000005","0","0","0"
"1","50","0","1","28","1072.0000000000002","1072.0000000000002","0","0","0"
"4","50","0","1","44","1562.0000000000002","1562.0000000000002","0","0","0"
"5","50","0","1","40","1790","1790","0","0","0"
"8","50","0.05","1","39","1580.3000000000006","1580.3000000000006","0","0","0"
"2","50","0","1","51","2564.999999999999","2564.999999999999","0","0","0"
"6","50","0.05","1","36","1365.8499999999997","1365.8499999999997","0","0","0"
"3","50","0","1","54","2745","2745","0","0","0"
"7","50","0.05","1","46","1819.45","1819.45","0","0","0"
"4","50","0","1","45","1605.9999999999998","1605.9999999999998","0","0","0"
"5","50","0","1","41","1836.9999999999993","1836.9999999999993","0","0","0"
"2","50","0","1","52","2610.000000000001","2610.000000000001","0","0","0"
"6","50","0.05","1","37","1451.55","1451.55","0","0","0"
"8","50","0.05","1","40","1662.55","1662.55","0","0","0"
"3","50","0","1","55","2791.0000000000005","2791.0000000000005","0","0","0"
"4","50","0","1","46","1691.0000000000005","1691.0000000000005","0","0","0"
"5","50","0","1","42","1878.9999999999995","1878.9999999999995","0","0","0"
"7","50","0.05","1","47","1820.9500000000003","1820.9500000000003","0","0","0"
"6","50","0.05","1","38","1453.0000000000007","1453.0000000000007","0","0","0"
"8","50","0.05","1","41","1709.9000000000008","1709.9000000000008","0","0","0"
"3","50","0","1","56","2798.9999999999986","2798.9999999999986","0","0","0"
"2","50","0","1","53","2734.9999999999995","2734.9999999999995","0","0","0"
"4","50","0","1","47","1733","1733","0","0","0"
"6","50","0.05","1","39","1538.3000000000002","1538.3000000000002","0","0","0"
"3","50","0","1","57","2802.000000000001","2802.000000000001","0","0","0"
"1","50","0","1","29","1076.0000000000002","1076.0000000000002","0","0","0"
"5","50","0","1","43","1882.9999999999995","1882.9999999999995","0","0","0"
"2","50","0","1","54","2781","2781","0","0","0"
"7","50","0.05","1","48","1821.4999999999995","1821.4999999999995","0","0","0"
"8","50","0.05","1","42","1714.9499999999996","1714.9499999999996","0","0","0"
"3","50","0","1","58","2804","2804","0","0","0"
"6","50","0.05","1","40","1541.65","1541.65","0","0","0"
"2","50","0","1","55","2784.000000000002","2784.000000000002","0","0","0"
"1","50","0","1","30","1122.9999999999998","1122.9999999999998","0","0","0"
"8","50","0.05","1","43","1715.0499999999997","1715.0499999999997","0","0","0"
"4","50","0","1","48","1778","1778","0","0","0"
"3","50","0","1","59","2848.0000000000005","2848.0000000000005","0","0","0"
"5","50","0","1","44","1925.9999999999993","1925.9999999999993","0","0","0"
"7","50","0.05","1","49","1902.9500000000003","1902.9500000000003","0","0","0"
"2","50","0","1","56","2828.9999999999995","2828.9999999999995","0","0","0"
"1","50","0","1","31","1168","1168","0","0","0"
"8","50","0.05","1","44","1716.4499999999998","1716.4499999999998","0","0","0"
"3","50","0","1","60","2852.0000000000005","2852.0000000000005","0","0","0"
"7","50","0.05","1","50","1904.7","1904.7","0","0","0"
"2","50","0","1","57","2955.0000000000005","2955.0000000000005","0","0","0"
"6","50","0.05","1","41","1587.2499999999998","1587.2499999999998","0","0","0"
"8","50","0.05","1","45","1760.7","1760.7","0","0","0"
"4","50","0","1","49","1823.0000000000002","1823.0000000000002","0","0","0"
"3","50","0","1","61","2858.0000000000014","2858.0000000000014","0","0","0"
"7","50","0.05","1","51","1950.4499999999996","1950.4499999999996","0","0","0"
"2","50","0","1","58","3043","3043","0","0","0"
"5","50","0","1","45","2012.9999999999998","2012.9999999999998","0","0","0"
"6","50","0.05","1","42","1630.9","1630.9","0","0","0"
"4","50","0","1","50","1828.0000000000002","1828.0000000000002","0","0","0"
"7","50","0.05","1","52","2030.7999999999995","2030.7999999999995","0","0","0"
"3","50","0","1","62","2985.0000000000005","2985.0000000000005","0","0","0"
"2","50","0","1","59","3086.0000000000005","3086.0000000000005","0","0","0"
"8","50","0.05","1","46","1802.9000000000003","1802.9000000000003","0","0","0"
"7","50","0.05","1","53","2072.35","2072.35","0","0","0"
