"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau, measure agent variance"
"05/14/2018 23:04:25:507 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","106","0","15"
"[run number]","N","tau","p","[step]","total-wealth","get-for-pool recent-agent-history 0","get-for-pool recent-agent-history 1","get-for-pool recent-agent-history 2","agent-variance"
"35","50","0.1","0","98","3830.6999999999994","15","16","19","179.54814814814813"
"41","50","0.125","0","34","1371.3749999999998","6","35","9","237.67407407407404"
"37","50","0.1","0","87","3760.7999999999997","1","1","48","155.3111111111111"
"36","50","0.1","0","87","3895.6000000000013","2","0","48","217.05185185185186"
"38","50","0.1","0","75","3244.3000000000006","9","38","3","212.97037037037035"
"39","50","0.1","0","49","2409.5999999999995","0","0","50","198.2296296296296"
"40","50","0.1","0","33","1658.8999999999996","9","36","5","167.36296296296297"
"41","50","0.125","0","35","1409.2499999999998","2","6","42","223.82962962962964"
"35","50","0.1","0","99","3827.2999999999997","0","50","0","208.08148148148146"
"37","50","0.1","0","88","3881.499999999999","4","30","16","155.48888888888885"
"38","50","0.1","0","76","3288.2999999999993","5","42","3","217.34814814814817"
"36","50","0.1","0","88","3941.7","8","13","29","218.65185185185183"
"39","50","0.1","0","50","2449.9999999999995","2","14","34","206.43703703703704"
"40","50","0.1","0","34","1713.5","17","18","15","167.25185185185185"
"41","50","0.125","0","36","1452.125","4","1","45","240.26666666666665"
"35","50","0.1","0","100","3905.9000000000005","2","16","32","168.08148148148146"
"37","50","0.1","0","89","3920.7999999999993","1","38","11","153.39999999999998"
"38","50","0.1","0","77","3292.1","6","20","24","207.26666666666665"
"36","50","0.1","0","89","3943.400000000001","5","44","1","211.32592592592593"
"39","50","0.1","0","51","2495.6","8","29","13","200.34814814814817"
"40","50","0.1","0","35","1712.2999999999997","2","1","47","162.34814814814814"
"41","50","0.125","0","37","1499.75","11","19","20","218.4"
"42","50","0.125","0","0","0","0","0","0","0"
"34","50","0.1","0","58","2596.4999999999995","9","5","36","218.14074074074074"
"38","50","0.1","0","78","3293.8","4","1","45","205.24444444444444"
"40","50","0.1","0","36","1753.7","3","15","32","168.02222222222224"
"39","50","0.1","0","52","2536.8","3","47","0","207.23703703703703"
"36","50","0.1","0","90","4067.600000000001","5","42","3","230.9555555555556"
"42","50","0.125","0","1","59.000000000000014","19","13","18","0"
"41","50","0.125","0","38","1539.2500000000002","3","44","3","213.62222222222223"
"42","50","0.125","0","2","110.87499999999997","15","22","13","0"
"40","50","0.1","0","37","1874.5999999999997","3","36","11","158.35555555555558"
"39","50","0.1","0","53","2629.4","15","23","12","211.34814814814817"
"38","50","0.1","0","79","3419.799999999998","7","8","35","212.28888888888886"
"36","50","0.1","0","91","4116.699999999999","12","15","23","218.68888888888887"
"41","50","0.125","0","39","1581.375","3","43","4","241.78518518518516"
"42","50","0.125","0","3","242.24999999999997","16","20","14","0"
"42","50","0.125","0","4","254","16","16","18","0"
"37","50","0.1","0","90","4050.3","12","28","10","148.8074074074074"
"40","50","0.1","0","38","1879.5","7","39","4","172.2296296296296"
"39","50","0.1","0","54","2628.599999999999","3","0","47","206.72592592592594"
"38","50","0.1","0","80","3467.4000000000005","11","35","4","201.13333333333333"
"41","50","0.125","0","40","1622.9999999999998","6","9","35","224.08148148148152"
"36","50","0.1","0","92","4117.3","3","0","47","220.8296296296296"
"34","50","0.1","0","59","2598.5","3","1","46","242.7037037037037"
"42","50","0.125","0","5","291.00000000000006","0","11","39","0"
"40","50","0.1","0","39","1932.7999999999993","16","19","15","170.14074074074074"
"37","50","0.1","0","91","4140.599999999998","13","12","25","151.01481481481483"
"39","50","0.1","0","55","2668.2","1","10","39","220.2888888888889"
"41","50","0.125","0","41","1624.375","3","1","46","230.6888888888889"
"38","50","0.1","0","81","3589.999999999999","4","43","3","201.13333333333335"
"36","50","0.1","0","93","4240.000000000001","4","12","34","226.8740740740741"
"34","50","0.1","0","60","2687","11","17","22","227.9555555555556"
"40","50","0.1","0","40","2055.499999999999","6","2","42","161.25185185185182"
"41","50","0.125","0","42","1750.2500000000005","8","13","29","229.4666666666666"
"39","50","0.1","0","56","2711.8000000000006","6","29","15","214.19999999999996"
"37","50","0.1","0","92","4259.099999999999","1","1","48","148.63703703703706"
"38","50","0.1","0","82","3636.3","8","26","16","198.56296296296296"
"36","50","0.1","0","94","4243.300000000002","6","36","8","201.45185185185184"
"40","50","0.1","0","41","2135.8999999999996","2","14","34","166.09629629629632"
"34","50","0.1","0","61","2764.8999999999996","1","46","3","225.4666666666667"
"41","50","0.125","0","43","1871.5000000000002","5","41","4","214.46666666666667"
"39","50","0.1","0","57","2712.999999999999","3","47","0","221.02962962962962"
"37","50","0.1","0","93","4340.799999999999","5","29","16","147.9333333333333"
"36","50","0.1","0","95","4246.1","4","46","0","224.56296296296296"
"38","50","0.1","0","83","3716.2999999999993","3","1","46","200.64444444444442"
"40","50","0.1","0","42","2256.6","3","35","12","159.63703703703706"
"41","50","0.125","0","44","1913.2499999999995","3","45","2","237.37777777777782"
"39","50","0.1","0","58","2724.0000000000005","13","27","10","220.91851851851848"
"34","50","0.1","0","62","2892","8","40","2","246.08888888888887"
"38","50","0.1","0","84","3722.4","7","4","39","213.0962962962963"
"36","50","0.1","0","96","4377.4000000000015","14","20","16","221.8740740740741"
"37","50","0.1","0","94","4421.100000000001","2","37","11","146.4"
"40","50","0.1","0","43","2300.500000000001","6","40","4","165.54814814814813"
"41","50","0.125","0","45","1919.6250000000002","10","17","23","213.97777777777776"
"39","50","0.1","0","59","2730.499999999999","10","2","38","196.94814814814814"
"34","50","0.1","0","63","3015.300000000001","7","10","33","221.7703703703704"
"38","50","0.1","0","85","3763.1","4","35","11","200.6592592592593"
"36","50","0.1","0","97","4378.3","4","0","46","217.4888888888889"
"37","50","0.1","0","95","4547","8","32","10","147.62222222222223"
"40","50","0.1","0","44","2312","14","20","16","162.61481481481482"
"41","50","0.125","0","46","1918.4999999999998","2","2","46","214.53333333333333"
"39","50","0.1","0","60","2732.2999999999997","3","4","43","218.00740740740744"
"34","50","0.1","0","64","3014.6999999999994","1","2","47","226.02222222222224"
"38","50","0.1","0","86","3804.5999999999995","3","46","1","210.5703703703704"
"36","50","0.1","0","98","4421.3","4","8","38","230.2740740740741"
"42","50","0.125","0","6","368.00000000000006","0","35","15","0"
"37","50","0.1","0","96","4598.4","14","11","25","150.14074074074074"
"40","50","0.1","0","45","2436.8999999999996","8","1","41","151.9037037037037"
"41","50","0.125","0","47","2003.2500000000005","6","6","38","232.362962962963"
"39","50","0.1","0","61","2774.6","5","29","16","216.3407407407407"
"38","50","0.1","0","87","3853.6","11","27","12","215.54074074074072"
"36","50","0.1","0","99","4507.599999999999","9","29","12","201.11851851851853"
"42","50","0.125","0","7","486.6249999999999","1","32","17","0"
"40","50","0.1","0","46","2479.3","4","13","33","153.68148148148148"
"37","50","0.1","0","97","4596.900000000001","1","1","48","150.14074074074074"
"41","50","0.125","0","48","2003.8749999999998","5","38","7","218.2888888888889"
"39","50","0.1","0","62","2777.8999999999996","5","44","1","209.1037037037037"
"38","50","0.1","0","88","3853.4000000000015","3","3","44","210.94074074074078"
"36","50","0.1","0","100","4507.700000000001","2","48","0","217.05185185185186"
"40","50","0.1","0","47","2481.2999999999997","4","33","13","149.21481481481484"
"41","50","0.125","0","49","2006.5000000000002","4","45","1","226.0962962962963"
"37","50","0.1","0","98","4599.700000000001","6","27","17","148.05185185185186"
"34","50","0.1","0","65","3064.6999999999994","12","9","29","230.05185185185186"
"39","50","0.1","0","63","2784.4999999999995","8","30","12","208.68888888888887"
"43","50","0.125","0","0","0","0","0","0","0"
"38","50","0.1","0","89","3858.5000000000005","6","3","41","224.6"
"40","50","0.1","0","48","2563.6000000000004","4","43","3","156.52592592592592"
"37","50","0.1","0","99","4640.9","3","36","11","145.1037037037037"
"43","50","0.125","0","1","62.999999999999986","23","14","13","0"
"39","50","0.1","0","64","2793.0000000000005","11","7","32","179.1777777777778"
"34","50","0.1","0","66","3063.1000000000004","2","42","6","215.25185185185185"
"42","50","0.125","0","8","500.2499999999999","18","15","17","0"
"43","50","0.125","0","2","157.75000000000003","19","13","18","0"
"40","50","0.1","0","49","2652.300000000001","11","21","18","152.5037037037037"
"38","50","0.1","0","90","3901.5","6","30","14","209.9333333333333"
"39","50","0.1","0","65","2793.2","2","2","46","199.75555555555556"
"37","50","0.1","0","100","4643.199999999999","4","37","9","152.0074074074074"
"43","50","0.125","0","3","289.00000000000006","15","15","20","0"
"42","50","0.125","0","9","527","30","8","12","0"
"34","50","0.1","0","67","3105.400000000002","3","46","1","241.637037037037"
"43","50","0.125","0","4","302.125","17","17","16","0"
"38","50","0.1","0","91","4023.800000000001","4","45","1","216.25925925925927"
"44","50","0.125","0","0","0","0","0","0","0"
"39","50","0.1","0","66","2838.7999999999997","8","20","22","196.26666666666665"
"34","50","0.1","0","68","3113.2000000000003","11","16","23","225.23703703703703"
"43","50","0.125","0","5","378.37500000000006","0","47","3","0"
"44","50","0.125","0","1","141.00000000000003","21","15","14","0"
"38","50","0.1","0","92","4114.3","12","30","8","225.237037037037"
"39","50","0.1","0","67","2836.9","1","49","0","200.91851851851854"
"44","50","0.125","0","2","155.49999999999997","19","10","21","0"
"41","50","0.125","0","50","2011","7","26","17","214.76296296296297"
"43","50","0.125","0","6","453.12500000000006","0","5","45","0"
"44","50","0.125","0","3","215.24999999999997","24","13","13","0"
"38","50","0.1","0","93","4234.599999999999","4","3","43","216.91851851851854"
"42","50","0.125","0","10","602.2499999999999","0","0","50","127.93333333333334"
"39","50","0.1","0","68","2880.4","5","34","11","202.94074074074078"
"41","50","0.125","0","51","2012.625","5","3","42","204.58518518518517"
"44","50","0.125","0","4","263.49999999999994","12","17","21","0"
"43","50","0.125","0","7","531.75","2","20","28","0"
"40","50","0.1","0","50","2659.2999999999997","10","1","39","150.27407407407406"
"38","50","0.1","0","94","4236.700000000001","3","3","44","225.91851851851854"
"42","50","0.125","0","11","596.625","0","45","5","162.4"
"39","50","0.1","0","69","2927.8999999999996","10","11","29","184.34074074074076"
"44","50","0.125","0","5","299.375","0","50","0","0"
"43","50","0.125","0","8","538.1250000000001","10","20","20","0"
"38","50","0.1","0","95","4320.7","7","28","15","218.31851851851852"
"44","50","0.125","0","6","294.4999999999999","0","11","39","0"
"39","50","0.1","0","70","2929.1000000000004","3","0","47","197.49629629629626"
"40","50","0.1","0","51","2664.7999999999993","7","11","32","149.75555555555556"
"43","50","0.125","0","9","550.875","17","17","16","0"
"44","50","0.125","0","7","294.49999999999994","3","14","33","0"
"38","50","0.1","0","96","4361.699999999999","3","46","1","218.31851851851852"
"39","50","0.1","0","71","2936.999999999999","10","14","26","197.6074074074074"
"43","50","0.125","0","10","546.7500000000001","0","50","0","152.0222222222222"
"42","50","0.125","0","12","714.8750000000001","0","39","11","176.71851851851852"
"41","50","0.125","0","52","2013.4999999999998","2","3","45","233.99259259259262"
"40","50","0.1","0","52","2668.7999999999993","6","31","13","145.1259259259259"
"44","50","0.125","0","8","348.62499999999994","18","18","14","0"
"38","50","0.1","0","97","4372.1","12","30","8","223.7703703703704"
"39","50","0.1","0","72","2935.7999999999984","2","46","2","200.15555555555557"
"44","50","0.125","0","9","404.74999999999983","20","12","18","0"
"42","50","0.125","0","13","712.875","2","21","27","174.98518518518517"
"43","50","0.125","0","11","661.9999999999999","1","4","45","179.08888888888887"
"38","50","0.1","0","98","4416.8","8","4","38","213.4888888888889"
"40","50","0.1","0","53","2672.0999999999995","5","43","2","152.37777777777777"
"44","50","0.125","0","10","439.99999999999983","0","50","0","164.0074074074074"
"39","50","0.1","0","73","2978.699999999999","4","40","6","215.8296296296296"
"38","50","0.1","0","99","4420.800000000001","5","3","42","215.05185185185186"
"43","50","0.125","0","12","664.1249999999999","5","15","30","175.34074074074076"
"42","50","0.125","0","14","813.375","25","7","18","190.7185185185185"
"41","50","0.125","0","53","2021.3750000000002","12","26","12","213.90370370370374"
"34","50","0.1","0","69","3152.8000000000006","2","3","45","220.5703703703704"
"44","50","0.125","0","11","516.5","1","14","35","173.6074074074074"
"43","50","0.125","0","13","667.4999999999999","7","22","21","170.94074074074078"
"39","50","0.1","0","74","2983.7999999999997","8","14","28","206.2296296296296"
"38","50","0.1","0","100","4546.800000000001","8","20","22","210.42962962962963"
"40","50","0.1","0","54","2676.0999999999995","6","24","20","149.62222222222218"
"34","50","0.1","0","70","3158.6000000000013","7","6","37","237.0666666666667"
"44","50","0.125","0","12","556.0000000000001","2","8","40","187.56296296296296"
"43","50","0.125","0","14","677.125","14","18","18","167.64444444444447"
"45","50","0.125","0","0","0","0","0","0","0"
"39","50","0.1","0","75","2985.7999999999997","4","0","46","209.11851851851853"
"42","50","0.125","0","15","811.6249999999998","2","0","48","216.7851851851852"
"40","50","0.1","0","55","2721.6","8","3","39","143.8592592592593"
"45","50","0.125","0","1","96","16","18","16","0"
"44","50","0.125","0","13","557.625","5","27","18","173.38518518518518"
"34","50","0.1","0","71","3164.3","9","34","7","214.78518518518516"
"43","50","0.125","0","15","673.1249999999998","0","50","0","178.20000000000002"
"45","50","0.125","0","2","145.25","13","16","21","0"
"41","50","0.125","0","54","2100.5","2","47","1","219.41481481481478"
"42","50","0.125","0","16","890.25","4","39","7","226.20740740740743"
"39","50","0.1","0","76","3073.3","9","10","31","217.64444444444442"
"40","50","0.1","0","56","2731.000000000001","11","7","32","148.6888888888889"
"44","50","0.125","0","14","575.1249999999999","22","12","16","184.94074074074078"
"45","50","0.125","0","3","198.62499999999991","18","21","11","0"
"43","50","0.125","0","16","668.1250000000001","0","10","40","165.12592592592594"
"34","50","0.1","0","72","3245.9999999999995","3","46","1","226.2740740740741"
"45","50","0.125","0","4","287.5","13","18","19","0"
"40","50","0.1","0","57","2736.5999999999995","8","29","13","145.45925925925926"
"39","50","0.1","0","77","3196.2000000000007","6","38","6","189.80000000000004"
"44","50","0.125","0","15","573.5","3","47","0","177.6518518518519"
"43","50","0.125","0","17","671.3750000000001","6","8","36","177.5111111111111"
"34","50","0.1","0","73","3294.9999999999995","11","27","12","221.45925925925926"
"42","50","0.125","0","17","890.8749999999999","2","44","4","250.31851851851852"
"45","50","0.125","0","5","365.0000000000001","0","14","36","0"
"41","50","0.125","0","55","2146","7","35","8","231.50370370370374"
"40","50","0.1","0","58","2780.999999999999","6","43","1","147.87407407407406"
